fkUnidade;fkCargo;fkTipo;fkTempo_Inicio;fkTempo_Termino;fkLocal_Origem;fkLocal_Destino;ValorPassagem
169;8;1;;;307;290;0,01
169;8;1;;;273;273;
170;51;1;;;319;289;304,57
170;51;1;;;289;319;258,39
170;51;1;;;273;273;
170;9;1;;;290;247;1.193,83
170;9;1;;;273;273;
170;24;1;;;161;290;1.483,46
170;24;1;;;290;161;1.671,22
170;24;1;;;273;273;
170;9;1;;;290;247;1.193,83
170;9;1;;;273;273;
172;73;1;;;173;289;1,09
172;73;1;;;289;173;855,42
172;73;1;;;273;273;
177;9;1;;;273;273;
178;59;1;;;289;319;248,27
178;59;1;;;319;289;879,48
178;59;1;;;273;273;
178;9;1;;;290;258;408,14
178;9;1;;;258;290;1.455,02
178;9;1;;;273;273;
179;69;1;;;290;292;314,02
179;69;1;;;292;290;270,09
179;59;1;;;292;290;547,28
179;59;1;;;273;273;
185;9;1;;;289;306;421,29
185;9;1;;;273;273;
187;25;1;;;292;290;677,85
187;25;1;;;273;273;
188;69;1;;;290;292;696,63
188;59;1;;;290;292;696,63
189;59;1;;;290;292;1,09
189;59;1;;;292;290;1.786,10
191;57;1;;;290;292;689,53
191;57;1;;;292;290;1.209,46
191;57;1;;;273;273;
191;8;1;;;292;290;1.015,78
191;8;1;;;273;273;
191;8;1;;;292;290;597,48
192;9;1;;;211;284;863,70
192;9;1;;;284;290;498,33
192;9;1;;;273;273;
192;9;1;;;292;284;260,30
192;9;1;;;284;162;645,59
192;9;1;;;167;284;711,01
192;9;1;;;162;290;0,01
192;9;1;;;273;273;
192;9;1;;;290;292;855,88
193;75;1;;;292;290;490,44
193;75;1;;;167;292;285,92
193;75;1;;;290;167;353,23
193;75;1;;;273;273;
193;63;1;;;290;292;696,63
193;63;1;;;273;273;
193;59;1;;;290;292;696,63
193;59;1;;;273;273;
193;59;1;;;292;290;268,77
193;59;1;;;290;292;750,07
193;59;1;;;273;273;
193;59;1;;;290;292;646,40
193;7;1;;;290;292;696,63
193;7;1;;;273;273;
193;69;1;;;290;292;696,63
193;69;1;;;273;273;
193;57;1;;;290;292;378,25
193;57;1;;;292;290;588,50
193;57;1;;;273;273;
193;57;1;;;292;290;597,48
194;73;1;;;289;173;1.307,15
194;73;1;;;273;273;
194;73;1;;;289;173;1.680,78
194;73;1;;;173;289;1.245,57
194;73;1;;;173;289;225,30
194;50;1;;;290;292;623,39
194;50;1;;;292;290;1,09
194;50;1;;;273;273;
194;9;1;;;292;290;1.209,46
194;9;1;;;290;292;689,53
194;9;1;;;273;273;
194;76;1;;;290;292;1.500,10
194;76;1;;;292;290;1,09
195;59;1;;;289;307;775,01
195;59;1;;;307;289;1,09
195;59;1;;;273;273;
195;70;1;;;289;306;421,29
195;70;1;;;273;273;
195;70;1;;;173;289;1,09
195;70;1;;;289;173;1.254,24
195;70;1;;;273;273;
195;70;1;;;167;289;145,35
195;70;1;;;289;167;194,27
195;70;1;;;273;273;
195;59;1;;;289;307;776,10
195;59;1;;;273;273;
196;7;1;;;292;290;770,33
196;7;1;;;273;273;
196;7;1;;;292;290;469,47
196;7;1;;;292;290;150,00
196;7;1;;;290;292;291,73
197;45;1;;;290;292;378,25
197;45;1;;;292;290;588,50
197;45;1;;;273;273;
197;45;1;;;292;290;597,48
197;9;1;;;290;292;378,25
197;9;1;;;292;290;588,50
197;9;1;;;273;273;
197;9;1;;;292;290;597,48
199;9;1;;;292;290;794,78
199;9;1;;;273;273;
200;9;1;;;290;292;755,78
200;9;1;;;273;273;
200;50;1;;;292;290;495,90
200;50;1;;;273;273;
201;69;1;;;292;290;378,62
201;69;1;;;290;292;301,34
202;59;1;;;167;292;1,09
202;59;1;;;292;167;535,47
202;59;1;;;273;273;
202;59;1;;;290;292;1,09
202;59;1;;;292;290;724,14
202;59;1;;;273;273;
205;24;1;;;289;319;728,15
208;73;1;;;289;173;875,71
209;9;1;;;162;290;2,41
209;9;1;;;290;162;312,62
209;9;1;;;273;273;
209;9;1;;;162;290;2,41
209;9;1;;;290;162;312,62
212;77;1;;;225;290;16.234,99
212;77;1;;;290;225;16.571,02
212;77;1;;;290;225;11.773,44
213;77;1;;;258;290;732,70
213;77;1;;;290;258;535,72
214;77;1;;;269;290;7.002,72
214;77;1;;;290;269;7.608,82
215;77;1;;;173;289;1.149,04
215;77;1;;;173;284;968,84
215;77;1;;;289;173;1.340,45
215;77;1;;;284;290;529,22
215;77;1;;;289;306;844,64
215;77;1;;;306;173;1.006,61
215;77;1;;;173;289;139,11
220;8;1;;;173;289;862,72
220;78;1;;;173;289;1.149,38
220;78;1;;;273;273;
220;78;1;;;173;289;1.036,89
220;78;1;;;289;173;1,09
221;8;1;;;173;289;1.372,92
221;8;1;;;289;173;1,09
221;8;1;;;273;273;
221;8;1;;;173;289;2.008,74
221;8;1;;;273;273;
222;3;1;;;289;173;412,61
222;3;1;;;173;289;665,45
222;3;1;;;273;273;
224;42;1;;;306;289;211,19
224;42;1;;;289;306;211,19
224;16;1;;;289;306;420,20
224;16;1;;;306;289;1,09
224;16;1;;;273;273;
224;16;1;;;306;289;211,19
224;16;1;;;289;306;211,19
225;16;1;;;289;306;421,29
225;16;1;;;273;273;
229;79;1;;;290;258;627,90
229;80;1;;;289;173;732,62
229;80;1;;;173;306;278,12
229;80;1;;;306;289;211,19
229;80;1;;;273;273;
229;16;1;;;198;289;1,09
229;16;1;;;289;198;684,26
229;16;1;;;273;273;
229;16;1;;;290;292;536,08
229;16;1;;;273;273;
229;16;1;;;289;167;261,50
229;16;1;;;167;289;514,33
229;16;1;;;273;273;
229;16;1;;;289;181;884,13
229;16;1;;;273;273;
229;16;1;;;181;289;1,09
229;16;1;;;289;181;1.018,04
229;16;1;;;273;273;
229;22;1;;;290;292;536,08
229;22;1;;;273;273;
229;22;1;;;290;292;696,63
229;22;1;;;273;273;
229;68;1;;;289;173;402,21
229;68;1;;;173;306;271,78
229;68;1;;;306;289;211,19
229;68;1;;;273;273;
229;16;1;;;292;284;953,28
229;16;1;;;258;290;761,89
229;16;1;;;290;292;291,73
230;16;1;;;289;181;1.324,51
230;16;1;;;273;273;
230;16;1;;;289;167;565,13
230;16;1;;;273;273;
230;3;1;;;279;173;560,62
230;3;1;;;290;279;1,09
230;3;1;;;292;290;503,70
230;3;1;;;273;273;
230;50;1;;;258;284;1,09
230;50;1;;;292;284;1.685,74
230;50;1;;;273;273;
230;50;1;;;292;290;476,12
230;50;1;;;279;181;515,88
230;50;1;;;273;273;
231;16;1;;;290;292;1.615,01
231;16;1;;;273;273;
231;16;1;;;290;292;1,09
231;16;1;;;292;290;1.368,87
231;16;1;;;273;273;
231;28;1;;;289;306;379,83
231;28;1;;;273;273;
231;42;1;;;245;173;575,11
231;42;1;;;290;245;633,19
231;42;1;;;273;273;
231;15;2;;;167;289;1.578,71
231;15;2;;;167;181;577,99
231;15;2;;;273;273;
231;15;2;;;167;181;877,99
231;16;1;;;289;306;421,29
231;16;1;;;273;273;
231;42;1;;;258;290;1,09
231;42;1;;;290;258;1.252,03
231;42;1;;;273;273;
231;3;1;;;289;306;421,29
231;3;1;;;273;273;
231;22;1;;;198;290;1,09
231;22;1;;;290;198;222,00
231;22;1;;;273;273;
231;22;1;;;273;273;
231;16;1;;;163;290;2.529,02
231;16;1;;;290;163;2.830,04
231;16;1;;;163;290;18,08
231;16;1;;;290;163;12.625,23
231;16;1;;;273;273;
231;16;1;;;167;290;1,09
231;16;1;;;290;167;665,20
231;16;1;;;273;273;
231;16;1;;;211;290;1,09
231;16;1;;;290;211;755,95
231;3;1;;;289;306;475,03
231;3;1;;;273;273;
232;28;1;;;273;273;
232;28;1;;;198;289;242,24
232;28;1;;;279;198;266,70
232;28;1;;;273;273;
232;15;2;;;167;289;255,03
232;15;2;;;273;273;
232;15;2;;;290;292;536,08
232;15;2;;;273;273;
232;42;1;;;167;289;255,03
232;42;1;;;273;273;
232;42;1;;;290;292;536,08
232;42;1;;;273;273;
232;42;1;;;167;289;1,09
232;42;1;;;289;167;509,44
232;42;1;;;273;273;
232;42;1;;;290;292;624,68
232;42;1;;;273;273;
232;42;1;;;290;292;648,48
232;42;1;;;290;292;561,29
232;22;1;;;273;273;
232;22;1;;;273;273;
232;80;1;;;224;290;11.735,63
232;80;1;;;290;224;12.097,81
232;42;1;;;224;290;11.735,63
232;42;1;;;290;224;12.097,81
235;9;1;;;289;306;420,20
235;9;1;;;306;289;1,09
235;9;1;;;273;273;
235;3;1;;;289;306;420,20
235;3;1;;;306;289;1,09
235;3;1;;;273;273;
235;3;1;;;289;306;421,29
235;3;1;;;306;289;2,41
240;8;1;;;273;273;
240;52;1;;;290;284;770,27
240;52;1;;;273;273;
241;53;1;;;181;311;1,09
241;53;1;;;279;181;1.751,93
241;53;1;;;273;273;
241;53;1;;;279;306;968,95
241;53;1;;;306;279;1,09
241;53;1;;;273;273;
242;39;1;;;289;167;509,24
242;39;1;;;273;273;
242;39;1;;;289;167;420,72
242;39;1;;;167;289;707,17
242;81;1;;;290;279;319,75
242;81;1;;;279;290;250,97
242;81;1;;;273;273;
242;81;1;;;290;292;696,63
243;40;1;;;292;290;536,08
243;40;1;;;273;273;
243;42;1;;;292;307;560,62
243;42;1;;;279;306;458,29
243;42;1;;;273;273;
243;42;1;;;292;290;378,62
243;42;1;;;290;292;490,63
243;42;1;;;273;273;
243;42;1;;;167;292;1,09
243;42;1;;;292;284;2.043,93
244;54;1;;;273;273;
244;54;1;;;290;211;432,85
244;54;1;;;211;290;556,20
244;39;1;;;258;284;1,09
244;39;1;;;284;258;970,83
244;39;1;;;273;273;
244;39;1;;;292;211;1.212,97
244;82;1;;;173;211;1,09
244;82;1;;;211;173;1.467,65
244;82;1;;;273;273;
244;82;1;;;290;211;441,90
244;82;1;;;211;290;495,58
244;82;1;;;211;290;671,29
244;83;1;;;290;292;1,09
244;83;1;;;292;290;1.424,77
244;83;1;;;290;292;1,09
244;83;1;;;292;290;1.381,87
245;42;1;;;279;290;289,25
245;42;1;;;290;279;347,82
245;42;1;;;273;273;
245;30;1;;;273;273;
245;54;1;;;167;289;651,71
245;54;1;;;289;167;314,40
245;84;1;;;289;167;250,97
245;84;1;;;273;273;
246;83;1;;;306;289;331,18
246;83;1;;;273;273;
246;83;1;;;306;289;421,29
246;83;1;;;273;273;
246;83;1;;;306;289;379,83
246;83;1;;;279;307;951,15
246;83;1;;;273;273;
246;83;1;;;279;306;265,17
246;83;1;;;289;306;340,08
246;83;1;;;306;279;1,09
246;83;1;;;279;307;1.106,49
246;83;1;;;181;311;928,12
246;83;1;;;311;181;1,09
247;3;1;;;290;292;1,09
247;3;1;;;292;290;534,99
247;3;1;;;273;273;
248;16;1;;;292;290;379,94
248;16;1;;;290;292;269,72
248;16;1;;;273;273;
248;1;1;;;292;290;379,94
248;1;1;;;290;292;269,72
248;1;1;;;273;273;
248;3;1;;;292;290;696,63
248;3;1;;;273;273;
250;85;1;;;292;290;379,94
250;85;1;;;290;292;269,72
250;85;1;;;273;273;
251;3;1;;;289;167;174,48
251;3;1;;;273;273;
252;16;1;;;289;167;709,31
252;16;1;;;167;289;274,74
252;16;1;;;167;181;289,03
252;16;1;;;181;167;288,96
252;16;1;;;273;273;
252;16;1;;;167;181;439,03
252;16;1;;;181;167;437,87
252;16;1;;;167;307;305,62
252;16;1;;;279;306;392,31
252;16;1;;;306;167;1,09
252;46;1;;;167;307;400,82
252;46;1;;;211;173;884,92
253;68;1;;;289;167;191,10
253;68;1;;;167;289;190,05
253;68;1;;;273;273;
254;15;2;;;289;167;1.121,27
254;15;2;;;167;289;513,24
254;15;2;;;273;273;
254;15;2;;;167;289;731,62
254;15;2;;;289;167;1,09
254;15;2;;;273;273;
255;37;1;;;273;273;
256;16;1;;;273;273;
256;2;1;;;273;273;
257;34;2;;;173;289;820,59
257;34;2;;;289;173;857,23
260;16;1;;;292;290;378,62
260;16;1;;;290;292;356,80
260;16;1;;;273;273;
261;42;1;;;292;290;378,62
261;42;1;;;290;292;268,40
261;42;1;;;273;273;
261;16;1;;;292;290;378,62
261;16;1;;;290;292;268,40
261;16;1;;;273;273;
262;42;1;;;292;211;295,39
262;42;1;;;211;284;625,68
263;33;1;;;306;289;419,03
263;33;1;;;273;273;
264;16;1;;;306;289;322,93
264;16;1;;;273;273;
264;16;1;;;306;289;402,21
264;16;1;;;289;198;243,56
264;16;1;;;273;273;
264;16;1;;;289;306;1,09
264;16;1;;;306;289;417,94
264;16;1;;;273;273;
264;16;1;;;306;289;332,78
266;16;1;;;289;306;211,19
266;16;1;;;306;289;211,19
267;28;1;;;306;289;211,19
267;28;1;;;289;306;129,23
267;16;1;;;306;289;421,29
267;16;1;;;273;273;
267;16;1;;;306;289;421,29
267;16;1;;;273;273;
267;16;1;;;292;306;0,01
267;16;1;;;306;292;1.366,83
267;16;1;;;273;273;
267;16;1;;;306;289;416,77
267;16;1;;;306;292;769,22
267;16;1;;;273;273;
267;16;1;;;306;292;1.027,77
267;16;1;;;273;273;
267;16;1;;;306;292;450,01
267;16;1;;;306;292;471,61
272;28;1;;;273;273;
274;1;1;;;258;290;1.078,48
274;16;1;;;258;307;409,58
274;16;1;;;307;258;444,62
274;16;1;;;273;273;
274;16;1;;;258;307;829,83
274;16;1;;;258;290;1.056,67
274;16;1;;;290;258;1,09
277;33;1;;;311;181;656,25
277;33;1;;;289;181;527,26
277;33;1;;;273;273;
278;16;1;;;311;181;688,34
278;16;1;;;289;311;621,36
281;16;1;;;167;289;1,09
281;16;1;;;289;167;799,12
281;16;1;;;273;273;
281;42;1;;;167;289;1,09
281;42;1;;;289;167;799,12
281;42;1;;;273;273;
283;86;1;;;290;292;1,09
283;86;1;;;292;290;534,99
283;86;1;;;273;273;
284;16;1;;;292;211;555,85
286;13;1;;;290;279;250,60
286;13;1;;;279;290;346,87
286;13;1;;;273;273;
289;22;1;;;290;211;432,85
289;22;1;;;211;290;556,20
289;22;1;;;273;273;
294;51;1;;;240;290;5.951,32
294;51;1;;;290;240;7.054,97
294;51;1;;;240;290;663,92
297;9;1;;;207;290;3.833,03
297;9;1;;;290;207;4.155,58
297;87;1;;;240;290;663,92
297;87;1;;;273;273;
298;8;1;;;289;319;721,85
298;8;1;;;273;273;
299;24;1;;;289;319;720,76
299;24;1;;;319;289;1,09
299;24;1;;;273;273;
299;9;1;;;289;319;721,85
300;51;1;;;289;319;721,85
300;51;1;;;273;273;
304;5;1;;;319;289;240,48
304;5;1;;;289;319;226,67
304;5;1;;;273;273;
305;5;1;;;289;319;226,67
305;5;1;;;319;289;536,59
305;5;1;;;273;273;
306;5;1;;;163;290;18,08
306;5;1;;;225;163;2.787,54
306;5;1;;;290;163;3.129,05
306;5;1;;;319;289;818,89
306;5;1;;;289;319;468,05
306;5;1;;;273;273;
306;38;1;;;289;319;1,09
306;38;1;;;319;289;682,20
306;38;1;;;273;273;
306;35;1;;;319;289;475,88
306;35;1;;;289;319;608,83
306;35;1;;;319;290;1.046,46
308;35;1;;;273;273;
309;5;1;;;319;289;273,34
309;5;1;;;290;319;542,51
309;5;1;;;289;319;710,15
309;5;1;;;273;273;
310;36;1;;;306;289;211,19
310;36;1;;;289;306;211,19
310;36;1;;;273;273;
310;38;1;;;289;306;400,98
310;38;1;;;273;273;
310;36;1;;;306;289;211,19
311;5;1;;;306;289;211,19
311;5;1;;;273;273;
311;5;1;;;289;306;211,19
311;5;1;;;306;289;353,38
311;5;1;;;273;273;
311;5;1;;;306;289;327,26
311;5;1;;;306;289;332,09
311;5;1;;;273;273;
311;5;1;;;306;289;211,19
311;5;1;;;289;306;1,09
311;5;1;;;306;289;349,68
311;5;1;;;273;273;
311;35;1;;;289;306;211,19
311;35;1;;;306;289;211,19
311;35;1;;;273;273;
311;35;1;;;306;289;353,38
311;35;1;;;273;273;
311;5;1;;;289;306;211,19
311;5;1;;;273;273;
311;37;1;;;306;289;340,37
311;37;1;;;273;273;
311;5;1;;;306;289;329,83
311;5;1;;;289;306;181,24
311;35;1;;;289;306;1,09
311;35;1;;;306;289;349,68
311;35;1;;;289;306;96,48
311;5;1;;;273;273;
311;5;1;;;306;289;345,89
311;5;1;;;273;273;
311;35;1;;;306;289;211,19
311;5;1;;;273;273;
311;5;1;;;306;289;211,19
311;5;1;;;273;273;
311;5;1;;;289;306;612,82
311;5;1;;;306;289;211,19
311;5;1;;;289;306;356,80
311;5;1;;;273;273;
311;5;1;;;289;306;168,32
311;5;1;;;306;289;347,46
312;35;1;;;306;319;564,78
312;35;1;;;319;306;559,40
312;35;1;;;273;273;
312;35;1;;;306;289;211,19
312;35;1;;;289;306;190,65
317;35;1;;;168;247;1,09
317;35;1;;;247;168;719,36
317;35;1;;;273;273;
317;63;1;;;247;168;1.085,85
317;63;1;;;273;273;
317;63;1;;;168;247;1,09
317;63;1;;;247;168;2.177,36
317;63;1;;;273;273;
317;63;1;;;168;247;1,09
317;63;1;;;247;168;1.536,56
317;63;1;;;273;273;
317;5;1;;;290;247;935,90
317;5;1;;;273;273;
318;5;1;;;290;292;1,09
318;5;1;;;292;290;701,32
318;5;1;;;273;273;
318;5;1;;;292;162;384,56
318;5;1;;;273;273;
318;36;1;;;292;290;378,62
318;35;1;;;292;290;225,90
318;35;1;;;273;273;
318;5;1;;;247;173;458,36
319;35;1;;;290;258;408,14
319;35;1;;;258;290;450,93
319;35;1;;;273;273;
319;88;1;;;258;284;619,44
320;5;1;;;162;307;915,91
320;5;1;;;273;273;
321;36;1;;;289;167;348,60
321;36;1;;;273;273;
321;36;1;;;167;289;370,20
321;36;1;;;273;273;
323;41;1;;;162;290;1,09
323;41;1;;;290;162;595,52
323;41;1;;;273;273;
324;54;1;;;290;292;1,09
324;54;1;;;292;290;724,14
324;54;1;;;290;292;1,09
324;54;1;;;292;290;724,14
324;54;1;;;167;181;1,09
324;54;1;;;292;167;3.124,15
324;54;1;;;273;273;
324;54;1;;;292;290;725,23
324;37;1;;;167;181;1,09
324;37;1;;;292;167;3.124,15
324;37;1;;;273;273;
324;54;1;;;292;290;268,77
325;36;1;;;290;225;2.663,45
325;36;1;;;295;225;2.307,12
325;36;1;;;289;167;301,49
325;36;1;;;273;273;
325;36;1;;;289;167;301,49
325;36;1;;;273;273;
327;35;1;;;279;181;408,78
327;35;1;;;289;279;318,26
327;36;1;;;279;289;1,09
327;36;1;;;289;279;718,77
327;38;1;;;279;289;1,09
327;38;1;;;289;279;718,77
328;38;1;;;181;289;627,87
328;38;1;;;289;181;462,26
328;38;1;;;273;273;
329;7;1;;;279;289;1,09
329;7;1;;;289;279;1.117,77
330;38;1;;;289;319;613,99
330;38;1;;;273;273;
330;38;1;;;306;289;211,19
330;38;1;;;273;273;
330;35;1;;;289;319;375,29
330;35;1;;;273;273;
330;35;1;;;319;289;416,63
330;35;1;;;273;273;
332;5;1;;;289;319;613,99
332;5;1;;;273;273;
332;5;1;;;289;319;613,99
332;5;1;;;273;273;
332;35;1;;;290;292;536,08
332;35;1;;;290;292;536,08
332;35;1;;;289;306;420,20
332;35;1;;;306;289;1,09
337;25;1;;;167;289;240,43
337;25;1;;;289;167;396,29
337;25;1;;;273;273;
337;25;1;;;289;306;420,20
337;25;1;;;306;289;1,09
337;25;1;;;273;273;
337;7;1;;;225;290;3.123,74
337;7;1;;;290;225;3.480,07
337;35;1;;;167;289;240,43
337;35;1;;;289;167;396,29
337;35;1;;;273;273;
337;35;1;;;289;306;421,29
337;35;1;;;273;273;
341;83;1;;;258;290;2,41
341;83;1;;;290;258;1.221,69
341;41;1;;;289;181;594,77
341;41;1;;;289;181;171,91
341;41;1;;;281;306;411,32
341;41;1;;;306;289;1,09
341;41;1;;;273;273;
343;2;1;;;273;273;
350;54;1;;;292;290;378,62
350;54;1;;;307;292;150,00
350;54;1;;;307;292;336,13
350;54;1;;;292;307;469,80
350;54;1;;;307;289;550,83
350;54;1;;;290;292;268,40
350;54;1;;;273;273;
351;34;2;;;273;273;
351;34;2;;;306;198;333,91
351;34;2;;;198;306;291,89
351;34;2;;;273;273;
356;33;1;;;162;290;709,48
356;33;1;;;290;162;1,09
359;59;1;;;290;292;1,09
359;59;1;;;292;290;1.424,77
359;59;1;;;273;273;
359;59;1;;;290;292;1,09
359;59;1;;;292;290;1.381,87
359;59;1;;;273;273;
359;59;1;;;292;290;1.114,19
360;59;1;;;273;273;
360;59;1;;;290;292;618,32
360;59;1;;;290;292;653,73
361;8;1;;;167;289;146,97
361;8;1;;;306;289;210,10
361;8;1;;;306;167;258,38
361;8;1;;;289;306;211,19
361;8;1;;;273;273;
361;8;1;;;292;167;493,55
361;8;1;;;273;273;
361;59;1;;;290;292;378,25
361;59;1;;;273;273;
361;59;1;;;292;290;913,00
361;59;1;;;290;292;202,41
361;59;1;;;290;292;219,29
361;59;1;;;273;273;
361;57;1;;;292;290;569,72
361;57;1;;;290;292;268,40
361;57;1;;;273;273;
362;73;1;;;289;306;420,20
362;73;1;;;306;289;0,01
362;73;1;;;306;289;172,41
362;73;1;;;273;273;
364;51;1;;;250;290;4.274,60
364;51;1;;;290;250;4.611,34
364;51;1;;;250;290;829,90
366;24;1;;;246;290;8.116,07
366;24;1;;;290;161;8.400,43
366;24;1;;;161;244;1.121,99
366;24;1;;;244;161;1.010,06
366;24;1;;;161;246;1.397,58
366;24;1;;;273;273;
367;73;1;;;250;290;8.837,33
367;73;1;;;290;250;9.178,06
368;51;1;;;289;306;420,20
368;51;1;;;306;289;1,09
368;51;1;;;273;273;
369;8;1;;;290;284;384,75
369;8;1;;;167;289;275,83
369;8;1;;;289;167;255,85
370;87;1;;;161;244;1.127,02
370;87;1;;;244;161;998,30
370;87;1;;;161;213;18,08
370;87;1;;;213;290;5.728,16
370;87;1;;;290;213;6.140,26
370;87;1;;;161;213;2,88
370;87;1;;;213;290;0,01
370;51;1;;;223;191;2.814,82
370;51;1;;;191;290;11.832,42
370;51;1;;;290;223;13.801,44
370;51;1;;;273;273;
371;51;1;;;289;181;1.220,13
371;51;1;;;273;273;
372;89;1;;;173;290;1.066,92
372;89;1;;;273;273;
372;89;1;;;173;289;172,41
372;89;1;;;289;173;1.410,01
372;89;1;;;273;273;
372;89;1;;;173;289;2.010,06
372;89;1;;;273;273;
372;90;1;;;173;290;1.066,92
372;90;1;;;289;173;1.304,74
372;90;1;;;273;273;
372;90;1;;;173;289;1.504,28
372;90;1;;;289;173;0,01
372;90;1;;;273;273;
372;90;1;;;173;289;1.935,32
372;90;1;;;273;273;
373;48;1;;;225;250;8.540,50
373;48;1;;;290;250;8.897,14
374;70;1;;;289;173;877,75
374;70;1;;;273;273;
375;45;1;;;306;289;259,45
375;33;1;;;173;289;382,08
375;33;1;;;289;173;1,09
375;33;1;;;273;273;
379;3;1;;;163;290;18,08
379;3;1;;;225;163;9.929,08
379;3;1;;;290;163;10.270,58
379;3;1;;;273;273;
380;68;1;;;292;290;438,19
380;68;1;;;290;292;389,23
380;68;1;;;273;273;
380;57;1;;;290;292;736,20
380;57;1;;;273;273;
380;87;1;;;163;290;18,08
380;87;1;;;225;163;9.929,08
380;87;1;;;290;163;10.270,58
380;87;1;;;273;273;
381;53;1;;;290;292;866,28
381;53;1;;;273;273;
381;80;1;;;245;290;481,53
381;80;1;;;290;245;563,41
381;80;1;;;273;273;
381;3;1;;;290;292;866,28
381;3;1;;;273;273;
382;35;1;;;173;289;819,27
382;35;1;;;289;173;772,29
382;35;1;;;273;273;
382;35;1;;;319;289;1.016,89
382;35;1;;;289;319;555,00
382;35;1;;;273;273;
382;68;1;;;289;173;862,60
382;68;1;;;173;289;439,55
382;68;1;;;173;289;1,09
382;68;1;;;289;173;1.372,92
382;68;1;;;273;273;
382;68;1;;;289;173;1.267,57
382;68;1;;;173;289;915,34
382;68;1;;;273;273;
385;73;1;;;181;289;1,09
385;73;1;;;196;181;1.153,64
385;73;1;;;273;273;
386;3;1;;;175;290;4.953,92
386;3;1;;;290;175;5.392,95
386;3;1;;;175;290;9.130,51
386;3;1;;;290;175;9.550,03
386;42;1;;;175;290;4.953,92
386;42;1;;;290;175;5.392,95
386;3;1;;;290;211;864,98
386;3;1;;;273;273;
388;39;1;;;273;273;
388;3;1;;;289;307;490,75
389;16;1;;;290;307;321,84
390;28;1;;;289;306;730,34
390;28;1;;;273;273;
390;16;1;;;319;307;262,91
390;16;1;;;307;289;606,52
390;16;1;;;289;292;172,41
390;16;1;;;273;273;
390;16;1;;;319;307;303,78
390;16;1;;;307;290;209,45
395;16;1;;;307;167;100,91
395;16;1;;;167;307;411,99
395;16;1;;;273;273;
395;16;1;;;167;307;286,41
395;16;1;;;273;273;
395;16;1;;;167;307;401,57
395;16;1;;;167;307;688,20
395;28;1;;;319;289;812,75
395;28;1;;;319;307;685,88
395;28;1;;;181;319;1.062,96
395;28;1;;;273;273;
399;83;1;;;289;319;1,09
399;83;1;;;319;289;404,98
399;83;1;;;273;273;
405;16;1;;;307;289;345,73
405;16;1;;;273;273;
405;57;1;;;289;307;1,09
405;57;1;;;307;289;825,06
405;57;1;;;273;273;
407;16;1;;;307;289;345,73
407;16;1;;;273;273;
408;33;1;;;273;273;
408;30;1;;;306;289;379,83
408;1;1;;;289;307;2,41
408;1;1;;;307;289;906,31
408;1;1;;;273;273;
409;8;1;;;289;307;123,29
410;43;1;;;273;273;
410;83;1;;;307;211;696,43
410;39;1;;;307;289;168,23
410;39;1;;;289;307;235,09
410;54;1;;;307;289;213,62
410;54;1;;;273;273;
411;29;1;;;289;319;1,09
411;29;1;;;319;289;1.067,28
411;29;1;;;273;273;
413;16;1;;;289;319;1,09
413;16;1;;;319;289;666,80
413;16;1;;;273;273;
413;16;1;;;319;290;1.131,33
413;29;1;;;319;289;667,89
413;29;1;;;273;273;
414;46;1;;;307;289;432,90
414;46;1;;;273;273;
414;46;1;;;307;289;319,80
414;16;1;;;289;307;123,29
417;15;2;;;306;290;211,19
417;15;2;;;290;307;441,12
418;13;1;;;161;290;4.566,38
418;13;1;;;290;161;4.752,13
418;13;1;;;273;273;
418;13;1;;;289;306;352,29
418;13;1;;;306;289;1,09
418;13;1;;;273;273;
419;87;1;;;240;290;4.480,48
419;87;1;;;290;240;5.584,96
419;87;1;;;273;273;
424;24;1;;;162;290;2,41
424;24;1;;;290;162;263,78
424;24;1;;;273;273;
424;24;1;;;162;290;1,09
424;24;1;;;290;162;839,72
425;7;1;;;273;273;
425;42;1;;;273;273;
427;86;1;;;240;236;0,01
427;86;1;;;273;273;
430;3;1;;;289;173;1.149,38
430;3;1;;;273;273;
431;3;1;;;247;290;1.442,86
431;3;1;;;290;247;1,09
431;3;1;;;273;273;
431;3;1;;;247;290;1.496,14
431;3;1;;;290;247;1,09
431;3;1;;;273;273;
431;3;1;;;247;290;1.253,42
431;3;1;;;290;247;1,09
433;34;2;;;173;289;924,07
434;16;1;;;289;319;472,59
434;16;1;;;273;273;
436;87;1;;;290;284;770,27
436;87;1;;;273;273;
436;68;1;;;289;306;353,39
437;30;1;;;289;181;617,04
437;30;1;;;273;273;
438;87;1;;;292;290;435,47
438;87;1;;;290;292;699,28
438;87;1;;;273;273;
438;18;1;;;198;289;403,97
438;18;1;;;289;198;616,18
441;24;1;;;273;273;
441;24;1;;;273;273;
446;73;1;;;289;306;420,20
446;73;1;;;306;289;1,09
446;73;1;;;273;273;
449;69;1;;;161;246;1.580,86
449;69;1;;;246;290;9.193,63
449;69;1;;;290;161;9.613,50
449;8;1;;;161;246;1.580,86
449;8;1;;;246;290;9.193,63
449;8;1;;;290;161;9.613,50
449;24;1;;;161;246;1.580,86
449;24;1;;;246;290;9.193,63
449;24;1;;;290;161;9.613,50
449;20;1;;;161;213;18,08
449;20;1;;;213;290;5.815,94
449;20;1;;;290;213;6.233,70
450;91;1;;;292;290;377,53
450;91;1;;;290;292;750,07
